#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
#Press keys to test; "" to quit
0, t, 11:01:03.537
0, t, 11:01:03.543
0, t, 11:01:03.545
0, t, 11:01:03.547
0, t, 11:01:03.549
0, t, 11:01:03.551
0, t, 11:01:03.553
0, t, 11:01:03.555
0, t, 11:01:03.556
0, t, 11:01:03.558
0, t, 11:01:03.561
0, t, 11:01:03.563
0, t, 11:01:03.565
0, t, 11:01:03.567
0, t, 11:01:03.569
0, t, 11:01:03.571
0, t, 11:01:03.573
0, t, 11:01:03.576
0, t, 11:01:03.579
0, t, 11:01:03.581
0, t, 11:01:03.583
0, t, 11:01:03.585
0, t, 11:01:03.588
0, t, 11:01:03.589
0, t, 11:01:03.591
0, t, 11:01:03.593
0, t, 11:01:03.595
0, t, 11:01:03.596
0, t, 11:01:03.598
0, t, 11:01:03.599
0, t, 11:01:03.601
0, t, 11:01:03.602
0, t, 11:01:03.603
0, t, 11:01:03.605
0, t, 11:01:03.607
0, t, 11:01:03.608
0, t, 11:01:03.610
0, t, 11:01:03.611
0, t, 11:01:03.613
0, t, 11:01:03.614
0, t, 11:01:03.615
0, t, 11:01:03.616
0, t, 11:01:03.618
0, t, 11:01:03.619
0, t, 11:01:03.621
0, t, 11:01:03.622
0, t, 11:01:03.624
0, t, 11:01:03.626
0, t, 11:01:03.628
0, t, 11:01:03.630
0, t, 11:01:03.631
0, t, 11:01:03.632
0, t, 11:01:03.633
0, t, 11:01:03.635
0, t, 11:01:03.636
0, t, 11:01:03.638
0, t, 11:01:03.639
0, t, 11:01:03.641
0, t, 11:01:03.643
0, t, 11:01:03.645
0, t, 11:01:03.647
0, t, 11:01:03.648
0, t, 11:01:03.650
0, t, 11:01:03.652
0, t, 11:01:03.653
0, t, 11:01:03.655
0, t, 11:01:03.657
0, t, 11:01:03.658
0, t, 11:01:03.660
0, t, 11:01:03.662
0, t, 11:01:03.663
0, t, 11:01:03.665
0, t, 11:01:03.666
0, t, 11:01:03.668
0, t, 11:01:03.669
0, t, 11:01:04.792
0, t, 11:01:04.793
0, t, 11:01:04.795
